movie_id,imdb_id,title,original_title,status,original_language,adult,video,release_date,release_year,release_month,release_day_of_week,budget,revenue,net_profit,roi,runtime,movie_popularity,vote_average,vote_count,collection_name,is_part_of_franchise,primary_genre,primary_production_company,primary_country,director_name,cast,overview,tagline
152,tt0079945,Star Trek: The Motion Picture,Star Trek: The Motion Picture,Released,en,False,False,1979-12-07,1979.0,12.0,5.0,44000000,139346243,95346243,3.1669600681818184,131,7.864,6.5,1984,Star Trek: The Original Series Collection,1,Adventure,Paramount Pictures,United States,Robert Wise,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei, Walter Koenig, Nichelle Nichols, Stephen Collins, Persis Khambatta, Majel Barrett, Grace Lee Whitney, Mark Lenard, Billy Van Zandt, Roger Aaron Brown, Gary Faga, Franklyn Seales, Joel Kramer, David Gautreaux, John Gowans, Howard Itzkowitz, Jon Rashad Kamal, Marcy Lafferty, Michele Povill, Jeri McBride, Terrence O'Connor, Michael Rougas, Susan O'Sullivan, Ralph Brannen, Ralph Byers, Paula Crist, Iva Lane, Momo Yashima, Jimmie Booth, Dave Moordigian, Tom Morga, Tony Rocco, Joel Schultz, Craig Thomas, Edna Glover, Norman Stuart, Paul Weber, Joshua Gallegos, Lisa Chess, Leslie C. Howard, Sayra Hummel, Junero Jennings, Bill McIntosh, Doug Hale, David Armstrong, Richard Arnold, Rosanna Attias, Jerry Best, Christopher Doohan, Fred Bronson, Bob Bryan, Robert Buckingham, Celeste Cartier","When an unidentified alien destroys three powerful Klingon cruisers, Captain James T. Kirk returns to the newly transformed U.S.S. Enterprise to take command.",The human adventure is just beginning.
153,tt0335266,Lost in Translation,Lost in Translation,Released,en,False,False,2003-09-18,2003.0,9.0,4.0,4000000,119723856,115723856,29.930964,102,16.72,7.4,8256,,0,Drama,American Zoetrope,United Kingdom,Sofia Coppola,"Bill Murray, Scarlett Johansson, Giovanni Ribisi, Anna Faris, Akiko Takeshita, Kazuyoshi Minamimagoe, Kazuko Shibata, Take, Ryuichiro Baba, Akira Yamaguchi, Catherine Lambert, François du Bois, Tim Leffman, Gregory Pekar, Richard Allen, Diamond Yukai, Jun Maki, Nao Asuka, Tetsuro Nakagawa, Kanako Nakazato, Fumihiro Hayashi, Hiroko Kawasaki, Daikon, Asuka Shimuzu, Ikuko Takahashi, Koichi Tanaka, Hugo Codaro, Akiko Monou, Akimitsu Naruyama, Hiroshi Kawashima, Hiromix, Nobuhiko Kitamura, Nao Kitman, Akira, Kunichi Nomura, Yasuhiko Hattori, Shigekazu Aida, Kazuo Yamada, Akira Motomura, Osamu Shigematu, Takashi Fujii, Kei Takyo, Ryo Kondo, Yumi Ikeda, Yumika Saki, Yuji Okabe, Dietrich Bollmann, Georg O.P. Eschert, Mark Willms, Lisle Wilkerson, Nancy Steiner","Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",Everyone wants to be found.
154,tt0084726,Star Trek II: The Wrath of Khan,Star Trek II: The Wrath of Khan,Released,en,False,False,1982-06-04,1982.0,6.0,5.0,12000000,96594943,84594943,8.049578583333334,113,5.785,7.4,2185,Star Trek: The Original Series Collection,1,Adventure,Paramount Pictures,United States,Nicholas Meyer,"William Shatner, Leonard Nimoy, Ricardo Montalban, DeForest Kelley, James Doohan, Walter Koenig, George Takei, Nichelle Nichols, Bibi Besch, Merritt Butrick, Paul Winfield, Kirstie Alley, Judson Scott, Ike Eisenmann, John Vargas, John Winston, Paul Kent, Nicholas Guest, Russell Takaki, Kevin Rodney Sullivan, Joel Marston, Laura Banks, Steve Bond, Brett Baxter Clark, Gilbert B. Combs, James Horner, George Sasaki, Teresa E. Victor, Dianne Harper, David Ruprecht, Marcy Vosburgh, Bill Baker, Steve Blalock, Fletcher Bryant, Bobby Burns, Diane Carter, Ann Chatterton, Tim Culbertson, Eddy Donno, John Gibson, Richard Forinash, Anthony Gordon, Ree Kai, Hubie Kerns Jr., Dennis Landry, Cristian Letelier, Jeff McBride, Jeff McBride, Roger Menache, Tom Morga, Jim Painter, Nanci Rogers, Tony Roque, Kimberly L. Ryusaki, John Bear Staible, Deney Terrio, Philip Weyland, Daniel Wong","The starship Enterprise and its crew is pulled back into action when old nemesis, Khan, steals a top secret device called Project Genesis.",At the end of the universe lies the beginning of vengeance.
155,tt0468569,The Dark Knight,The Dark Knight,Released,en,False,False,2008-07-16,2008.0,7.0,3.0,185000000,1004558444,819558444,5.430045643243243,152,62.023,8.5,36494,The Dark Knight Collection,1,Action,Warner Bros. Pictures,United Kingdom,Christopher Nolan,"Christian Bale, Heath Ledger, Aaron Eckhart, Michael Caine, Maggie Gyllenhaal, Gary Oldman, Morgan Freeman, Monique Gabriela Curnen, Ron Dean, Cillian Murphy, Chin Han, Nestor Carbonell, Eric Roberts, Ritchie Coster, Anthony Michael Hall, Keith Szarabajka, Colin McFarlane, Joshua Harto, Melinda McGraw, Nathan Gamble, Michael Vieau, Michael Stoyanov, William Smillie, Danny Goldring, Michael Jai White, Matthew O'Neill, William Fichtner, Olumiji Olawumi, Greg Beam, Erik Hellman, Beatrice Rosen, Vincenzo Nicoli, Edison Chen, Nydia Rodriguez Terracina, Andy Luther, James Farruggio, Tom McElroy, Will Zahrn, James Fierro, Patrick Leahy, Sam Derence, Jennifer Knox, Patrick Clear, Sarah Jayne Dunn, Charles Venn, Winston Ellis, David Dastmalchian, Sophia Hinshelwood, Keith Kupferer, Joseph Luis Caballero, Richard Dillane, Daryl Satcher, Chris Petschler, Aidan Feore, Philip Bulcock, Paul Birchard, Walter Lewis, Vincent Riotta, Nancy Crane, K. Todd Freeman, Matt Shallenberger, Michael Andrew Gorman, Lanny Lutz, Peter DeFaria, Matt Rippy, Andrew Bicknell, Ariyon Bakare, Doug Ballard, Helene Maksoud, Tommy Campbell, Craig Heaney, Sutara Gayle, Lisa McAllister, Peter Brooke, Joshua Rollins, Dale Rivera, Matthew Leitch, Tommy Lister Jr., Thomas Gaitsch, William Armstrong, Adam Kalesperis, Tristan Tait, Bronson Webb, David Ajala, Gertrude Kyles, Jonathan Ryland, James Scales, Nigel Carrington, Ian Pirie, Lateef Lovejoy, Grahame Edwards, Roger Monk, Ronan Summers, Wai Wong, Michael Corey Foster, Hannah Gunn, Brandon Lambdin, Matt Skiba, Jon Lee Brody, Debbi Burns, Maritza Cabrera, Shirin Caiola, Laura Chernicky, Henry Milton Chu, Kelli Clevenger, Richard Divizio, Tony Domino, David Fultz, Natalie Hallam, Jordon Hodges, Erron Jay, Nicky Katt, Thomas Kosik, Don Kress, Tim Krueger, Dan Latham, Tom McComas, James Mellor, Joseph Oliveira, Buster Reeves, Peter Rnic, Amit Shah, Michelle Shields, Sofiya Smirnova, Bruce Spielbauer, Robert Patrick Stern, Robert Stone, Richard Strobel, Tom Townsend, John Turk, John Warman, Chris Wilson, Kevin Zaideman, Rob Clark, Craig Braginsky, Mike Whyte, Rick Avery, John Snowden","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",Some men just want to watch the world burn.
157,tt0088170,Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,Released,en,False,False,1984-06-01,1984.0,6.0,5.0,18000000,87000000,69000000,4.833333333333333,105,4.854,6.6,1556,Star Trek: The Original Series Collection,1,Adventure,Paramount Pictures,United States,Leonard Nimoy,"William Shatner, DeForest Kelley, James Doohan, George Takei, Walter Koenig, Nichelle Nichols, Christopher Lloyd, Robin Curtis, Mark Lenard, Merritt Butrick, Judith Anderson, James B. Sikking, Phillip R. Allen, Robert Hooks, John Larroquette, Carl Steven, Vadia Potenza, Stephen Manley, Joe W. Davis, Leonard Nimoy, Miguel Ferrer, Branscombe Richmond, Frank Welker, Scott McGinnis, Phil Morris, Jeanne Mori, Grace Lee Whitney, Nanci Rogers, Paul Sorensen, Danny Rogers",A surprise visit from Spock's father provides a startling revelation: McCoy is harboring Spock's living essence.,A dying planet. A fight for life. The search for Spock.
161,tt0240772,Ocean's Eleven,Ocean's Eleven,Released,en,False,False,2001-12-07,2001.0,12.0,5.0,85000000,450717150,365717150,5.302554705882353,116,22.776,7.5,12793,Ocean's Collection,1,Thriller,Village Roadshow Pictures,United States,Steven Soderbergh,"George Clooney, Brad Pitt, Andy Garcia, Matt Damon, Julia Roberts, Casey Affleck, Scott Caan, Don Cheadle, Elliott Gould, Eddie Jemison, Bernie Mac, Shaobo Qin, Carl Reiner, Cecelia Ann Birt, Paul L. Nolan, Carol Florence, Lori Galinski, Mark Gantt, Tim Perez, Frank Patton III, Jorge R. Hernandez, Tim Snay, Miguel Pérez, Lennox Lewis, Wladimir Klitschko, Barry Brandt, William Patrick Johnson, Robert Peters, David Jensen, Kelly Adkins, Gregory Stenson, Joe La Due, John C. Fiore, Tommy Kordick, Michael Delano, Charles La Russa, Anthony Allison, Ronn Soeda, Robin Sachs, J.P. Manoux, Jerry Weintraub, Frankie J. Allison, James Curatola, Henry Silva, Eydie Gormé, Angie Dickinson, Steve Lawrence, Wayne Newton, Siegfried Fischbacher, Roy Horn, Jim Lampley, Larry Merchant, Richard Reed, David Sontag, Larry Sontag, Bill Allison, Rusty Meyers, Joe Coyle, Scott L. Schwartz, Richard Steele, John Robotham, Vincent M. Ward, Scott Beringer, Jim Alfonso, Topher Grace, Joshua Jackson, Shane West, Barry Watson, Holly Marie Combs, Viola Davis, Steven Soderbergh, David Leitch, Thomas Rosales Jr., Kerry Rossall, Mike Malone, Tony Brown, J.P. Riley, Yann Toderi","Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess.",Are you in or out?
162,tt0099487,Edward Scissorhands,Edward Scissorhands,Released,en,False,False,1990-12-07,1990.0,12.0,5.0,20000000,86024005,66024005,4.30120025,105,19.041,7.7,13970,,0,Fantasy,20th Century Fox,United States,Tim Burton,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall, Kathy Baker, Robert Oliveri, Conchata Ferrell, Caroline Aaron, Dick Anthony Williams, O-Lan Jones, Vincent Price, Alan Arkin, Susan Blommaert, Linda Perri, John Davidson, Biff Yeager, Marti Greenberg, Bryan Larkin, John McMahon, Victoria Price, Stuart Lancaster, Gina Gallagher, Aaron Lustig, Alan Fudge, Steven Brill, Peter Palmer, Marc Macaulay, Carmen J. Alexander, Brett Rice, Andrew B. Clark, Kelli Crofton, Linda Jean Hess, Rosalyn Thomson, Lee Ralls, Eileen Meurer, Bea Albano, Donna Pieroni, Ken DeVaul, Michael Gaughan, Tricia Lloyd, Kathy Dombo, Rex Fox, Sherry Ferguson, Tabetha Thomas, Tammy Boalo, Jackie Carson, Carol Crumrine, Suzanne Chrosniak, Ellin Dennis, Kathy Lockwood, Jalaine Gallion, Miriam Goodspeed, Dianne L. Green, Mary Jane Heath, Carol D. Klasek, Laura Nader, Doyle Anderson, Harvey Bellman, Michael Brown, Gary Clark, Roland Douville, Russell E. Green, Cecil Hawkins, Jack W. Kapfhamer, Bill Klein, Phil Olson, Joe Sheldon, James Spicer, Tim Rerucha",A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,Innocence is what he knows. Beauty is what she sees.
163,tt0349903,Ocean's Twelve,Ocean's Twelve,Released,en,False,False,2004-12-09,2004.0,12.0,4.0,110000000,362744280,252744280,3.2976752727272727,125,13.446,6.6,8063,Ocean's Collection,1,Thriller,Village Roadshow Pictures,United States,Steven Soderbergh,"George Clooney, Julia Roberts, Brad Pitt, Matt Damon, Catherine Zeta-Jones, Andy Garcia, Casey Affleck, Don Cheadle, Bernie Mac, Scott Caan, Vincent Cassel, Eddie Jemison, Carl Reiner, Elliott Gould, Shaobo Qin, Suzy Eddie Izzard, Jeroen Krabbé, Robbie Coltrane, Cherry Jones, Candice Azzara, Jared Harris, Ed Kross, Anne Jacques, David Sontag, Larry Sontag, Don Tiffany, Dina Connolly, Nelson Peltz, Mini Anden, Jennifer Liu, Leah Zhang, Craig Susser, James Schneider, Nerissa Tedesco, Nichelle Hines, Michael Van Der Heijden, Johan Widerberg, Jeroen Willems, Chris Tates, Michael Delano, David Lindsay, Nasser Faris, Youma Diakite, Andrea Buhl, Sylvia Kwon, Francesca Lancini, Raquel Faria, Elena Potapova, Jessie Bell, Anne-Solenne Hatte, Denny Mendez, Martina Stella, Mattia Sbragia, Carlo Antonazzo, Mingming Gao, Amelie Kahn-Ackermann, Luciano Miele, Antonio De Matteo, Ana Caterina Morariu, Adriano Giannini, Giulio Magnolia, Marco Matronelli, Scott L. Schwartz, Giselda Volodi, Mathieu Simonet, Karl A. Brown, Marc Bodnar, Bruce Willis, Albert Finney, Topher Grace, Jerry Weintraub, Jonathan Avigdori, Keith Birkfeld, Anthony Bonaventura, Thomas D. Craven, Antonella Elia, Nikki Taylor Melton, Carla Mori, Roberta Potrich, Rik Sinkeldam, Gian Franco Tordi, James Zahn, Rachel Zeskind","Despite pulling off one of the biggest heists in Las Vegas history and splitting the $160 million take, each of the infamous Ocean's crew have tried to go straight, lay low and live a legit life... but that's proven to be a challenge. Casino owner Terry Benedict demands that Danny Ocean return the money, plus millions more in interest. Unable to come up the cash, the crew is forced to come together to pull off another series of heists, this time in Rome, Paris, and Amsterdam – but a Europol agent is hot on their heels.",Twelve is the new eleven.
164,tt0054698,Breakfast at Tiffany's,Breakfast at Tiffany's,Released,en,False,False,1961-10-06,1961.0,10.0,5.0,2500000,9500000,7000000,3.8,115,13.599,7.6,4548,,0,Drama,Paramount Pictures,United States,Blake Edwards,"Audrey Hepburn, George Peppard, Patricia Neal, Buddy Ebsen, Martin Balsam, José Luis de Vilallonga, John McGiver, Alan Reed, Dorothy Whitney, Beverly Powers, Stanley Adams, Claude Stroud, Elvia Allman, Mickey Rooney, Don Anderson, Al Avalon, Janet Banzet, Mel Blanc, Joe Scott, Jim Michael, Henry Barnard, Henry Beckman, Arthur Berkeley, Nicky Blair, Willie Bloom, Bill Bradley, Thayer Burton, Sue Casey, Roydon Clark, Marian Collier, Dick Crockett, Tom Curtis, Tommy Farrell, James Field, George Fields, Joseph Glick, Joe Gray, Joseph J. Greene, Sam Harris, Pete Kellett, Kip King, Frank Kreig, Gil Lamb, Hanna Landy, James Lanphier, Mary LeBow, Paul Lees, Leatrice Leigh, Mel Leonard, Leota Lorraine, Mike Mahoney, Frank Marth, Fay McKenzie, William Meader, Joyce Meadows, Harold Miller, Hollis Morrison, Kate Murtagh, Bill Neff, Miriam Nelson, Chuck Niles, Robert Patten, John Perri, Tony Regan, Charles Sherlock, Helen Spring, Joan Staley, Richard Wyler, Nino Tempo, Danny Truppi, Glen Vernon, Wilson Wood, Michael Zaslow, Orangey","Holly Golightly is an eccentric New York City playgirl determined to marry a Brazilian millionaire. But when young writer Paul Varjak moves into her apartment building, her past threatens to get in their way.","Audrey Hepburn plays that daring, darling Holly Golightly to a new high in entertainment delight!"
165,tt0096874,Back to the Future Part II,Back to the Future Part II,Released,en,False,False,1989-11-22,1989.0,11.0,3.0,40000000,332000000,292000000,8.3,108,14.593,7.8,14187,Back to the Future Collection,1,Adventure,Universal Pictures,United States,Robert Zemeckis,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Thomas F. Wilson, Elisabeth Shue, James Tolkan, Jeffrey Weissman, Casey Siemaszko, Billy Zane, J.J. Cohen, Charles Fleischer, E. Casanova Evans, Jay Koch, Charles Gherardi, Ricky Dean Logan, Darlene Vogel, Jason Scott Lee, Elijah Wood, John Thornton, Theo Schwartz, Lindsey Whitney Barry, Judy Ovitz, Stephanie Williams, Marty Levy, Flea, Jim Ishida, Nikki Birdsong, Al White, Junior Fann, Shaun Hunter, George Buck Flower, Neil Ross, Tamara Carrera, Tracy Dali, Jennifer Brown, Irina Cashen, Angela Greenblatt, Cameron Moore, Justin Mosley Spink, Lisa Freeman, John Erwin, Harry Waters, Jr., David Harold Brown, Tommy Thomas, Lloyd L. Tolbert, Granville 'Danny' Young, Wesley Mann, Joe Flaherty, Kevin Holloway, Charles F. FitzSimons, Crispin Glover, Marc McClure, Mary Ellen Trainor","Marty and Doc are at it again as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",Getting back was only the beginning.
167,tt0272152,K-PAX,K-PAX,Released,en,False,False,2001-10-26,2001.0,10.0,5.0,48000000,50315140,2315140,1.0482320833333334,120,7.336,7.2,2838,,0,Drama,Universal Pictures,Germany,Iain Softley,"Jeff Bridges, Kevin Spacey, Mary McCormack, Alfre Woodard, David Patrick Kelly, Saul Williams, Peter Gerety, Celia Weston, Ajay Naidu, Tracy Vilar, Melanee Murray, John Toles-Bey, Kimberly Scott, Conchata Ferrell, Vincent Laresca, Mark Christopher Lawrence, Brian Howe, Mary Mara, Tess McCarthy, Natasha Dorfhuber, Brandon de Paul, Aaron Paul, William Lucking, Kelly Connell, Peter Maloney, Lance E. Nichols, Paul Linke, Christopher Jason Brown, Greg Lewis, Clarke Peters, Olga Merediz, Joe Holt, Lola Pashalinski, Kateri Walker, Katya Abelski, Scott Lincoln, Clebert Ford, Norman Alden, Rawle D. Lewis, Erik LaRay Harvey, Zofia Borucka, Tony Rhune, Vince Cupone, Anne Carroll, Lisa Cohen, Clete Francis, Valerie Giocondo, Pat Jankiewicz, Joseph Steven, Coco Leigh, Rafael Real, Julie Sands, Gene Smith, Curt Clendenin, Frank Collison, Moet Meira, Paulo Pascoal, Mark Alkofer, Ted Hollis, Randy Springer","Prot is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",Change the way you look at the world.
168,tt0092007,Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,Released,en,False,False,1986-11-26,1986.0,11.0,3.0,21000000,133000000,112000000,6.333333333333333,118,8.61,7.2,1692,Star Trek: The Original Series Collection,1,Adventure,Paramount Pictures,United States,Leonard Nimoy,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei, Walter Koenig, Nichelle Nichols, Mark Lenard, Jane Wyatt, Majel Barrett, Robert Ellenstein, John Schuck, Brock Peters, Robin Curtis, Catherine Hicks, Michael Snyder, Michael Berryman, Mike Brislane, Grace Lee Whitney, Jane Wiedlin, Vijay Amritraj, Nick Ramus, Thaddeus Golas, Marty Pistone, Scott Devenney, Viola Kates Stimpson, Phil Rubenstein, John Miranda, Joe Knowland, Bob Sarlatte, Everett Lee, Richard Harder, Alex Henteloff, Tony Edwards, Eve Smith, Tom Mustin, Greg Karas, Raymond Singer, David Ellenstein, Judy Levitt, Teresa E. Victor, James Menges, Kirk R. Thatcher, Jeff Lester, Joe Lando, Newell Tarrant, Mike Timoney, Jeff Martin, Joseph Naradzay, Donald W. Zautcke, Monique DeSart, Madge Sinclair, Kimberly L. Ryusaki, Philip Weyland, Layla Sarakalo","When a huge alien probe enters the galaxy and begins to vaporize Earth's oceans, Kirk and his crew must travel back in time in order to bring back whales and save the planet.",Star date: 1986. How on Earth can they save the future?
169,tt0100403,Predator 2,Predator 2,Released,en,False,False,1990-11-21,1990.0,11.0,3.0,35000000,57120318,22120318,1.6320090857142857,108,12.613,6.3,3954,Predator Collection,1,Action,20th Century Fox,United States,Stephen Hopkins,"Danny Glover, Gary Busey, Rubén Blades, María Conchita Alonso, Bill Paxton, Robert Davi, Adam Baldwin, Kevin Peter Hall, Kent McCord, Morton Downey, Jr., Calvin Lockhart, Steve Kahan, Henry Kingi, Corey Rand, Elpidia Carrillo, Lilyan Chauvin, Michael Mark Edmondson, Teri Weigel, William R. Perry, Alex Chapman, Gerard 'Gus' Williams, John Cann, Michael Papajohn, Louis Eppolito, Charles Haugk, Sylvia Kauders, Charles David Richards, Julian Reyes, Casey Sander, Pat Skipper, Carmine Zozzora, Valerie Karasek, Chuck Boyd, David Starwalt, Abraham Alvarez, Jim Ishida, George Christy, Lucinda Weist, Richard Anthony Crenna, Billy 'Sly' Williams, Paulo Tocha, Jsu Garcia, DeLynn Binzel, Tom Finnegan, Patience Moore, Kashka, Jeffrey Reed, Carl Pistilli, Vonte Sweet, Ronald Moss, Brian Levinson, Harri James, Beth Kanar, Paul Abascal, Michael Wiseman, Thomas Rosales Jr., Charles F. FitzSimons, Hal Rayle, David B. Levinson, Eric Mansker, Vladimir McCrary, Manny Perry, Beverly Overstreet, Walter Smith, Wyatt Weed, Philip Weyland, Scott Cranford, Cody Glenn, Robert Hammond, Frank Woods, Ron Stein",A police chief in the war-torn streets of Los Angeles discovers that an extraterrestrial creature is hunting down residents - and that he is the next target.,Silent. Invisible. Invincible. He’s in town with a few days to kill.
170,tt0289043,28 Days Later,28 Days Later,Released,en,False,False,2002-10-31,2002.0,10.0,4.0,8000000,82784517,74784517,10.348064625,113,18.182,7.2,8780,28 Days/Weeks/Years Later Collection,1,Horror,DNA Films,United Kingdom,Danny Boyle,"Cillian Murphy, Naomie Harris, Brendan Gleeson, Megan Burns, Christopher Eccleston, Noah Huntley, Luke Mably, Stuart McQuarrie, Ricci Harnett, Leo Bill, Junior Laniyan, Ray Panthaki, Sanjay Rambaruth, Marvin Campbell, Christopher Dunne, Emma Hitching, Alex Palmer, Bindu De Stoppani, Jukka Hiltunen, David Schneider, Alexander Delamere, Kim McGarrity, Toby Sedgwick, Justin Hackney, Adrian Christopher, Richard Dwyer, Nick Ewans, Terry John, Paul Kasey, Sebastian Knapp, Nicholas James Lewis, Jenni Lush, Tristan Matthiae, Jeffrey Rann, Joelle Simpson, Al Stokes, Steen Young","Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",The days are numbered.
172,tt0098382,Star Trek V: The Final Frontier,Star Trek V: The Final Frontier,Released,en,False,False,1989-06-09,1989.0,6.0,5.0,33000000,63000000,30000000,1.9090909090909092,106,6.999,5.7,1336,Star Trek: The Original Series Collection,1,Adventure,Paramount Pictures,United States,William Shatner,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, George Takei, Walter Koenig, Nichelle Nichols, Laurence Luckinbill, David Warner, Charles Cooper, Cynthia Gouw, Todd Bryant, Spice Williams-Crosby, Rex Holman, George Murdock, Jonathan Simpson, Beverly Hart, Steve Susskind, Harve Bennett, Cynthia Blaise, Bill Quinn, Melanie Shatner, Michael Berryman, Carey Scott",A renegade Vulcan with a startling secret hijacks the U.S.S. Enterprise in order to find a mythical planet.,Adventure and imagination will meet at the final frontier.
173,tt0046672,"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",Released,en,False,False,1954-12-23,1954.0,12.0,4.0,5000000,28200000,23200000,5.64,127,6.31,7.1,1011,,0,Adventure,Walt Disney Productions,United States,Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre, Robert J. Wilke, Ted de Corsia, Carleton Young, J.M. Kerrigan, Percy Helton, Gloria Pall, Ron Nyman, Fred Graham, Harry Harvey, Charles Grodin, Harper Goff, Eddie Marr, John Daheim, Jack Stoney, Laurie Mitchell, Jack Gargan, Dayton Lummis, Jack Pennick, Herb Vigran","A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",The mightiest motion picture of them all!
174,tt0102975,Star Trek VI: The Undiscovered Country,Star Trek VI: The Undiscovered Country,Released,en,False,False,1991-12-06,1991.0,12.0,5.0,27000000,96888996,69888996,3.588481333333333,110,4.484,7.0,1453,Star Trek: The Original Series Collection,1,Adventure,Paramount Pictures,United States,Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan, Walter Koenig, Nichelle Nichols, George Takei, Mark Lenard, David Warner, Kim Cattrall, Rosanna DeSoto, Christopher Plummer, Kurtwood Smith, Brock Peters, Paul Rossilli, John Schuck, Iman, Leon Russom, Michael Dorn, Grace Lee Whitney, Robert Easton, Clifford Shegog, William Morgan Sheppard, Brett Porter, Jeremy Roberts, Michael Bofshever, Angelo Tiffe, Boris Lee Krutonog, Christian Slater, Tom Morga, Todd Bryant, John Bloom, Jim Boeke, Carlos Augusto Cestero, Edward Clements, Katie Johnston, Doug Engalla, Matthias Hues, Darryl Henriques, David Orange, Judy Levitt, Shakti Chen, Michael Snyder, René Auberjonois, Denise Lynne Roberts","After years of war, the Federation and the Klingon empire find themselves on the brink of a peace summit when a Klingon ship is nearly destroyed by an apparent attack from the Enterprise. Both worlds brace for what may be their deadliest encounter.",The battle for peace has begun.
175,tt0095250,The Big Blue,Le Grand Bleu,Released,fr,False,False,1988-05-10,1988.0,5.0,2.0,13500000,4000000,-9500000,0.2962962962962963,168,6.984,7.4,1607,,0,Adventure,Gaumont,France,Luc Besson,"Rosanna Arquette, Jean-Marc Barr, Jean Reno, Paul Shenar, Sergio Castellitto, Jean Bouise, Marc Duret, Griffin Dunne, Valentina Vargas, Kimberly Beck, Alessandra Vazzoler, Andréas Voutsinas, Patrick Fontana, Geoffrey Carey, Jan Rouiller, Pierre Semmler, Pierre-Alain de Garrigues, Claude Besson, Bruce Guerre-Berthelot, Gregory Forstner, Eric Do, Jacques Lévy, Paul Herman, Franco Diogene, Konstantin Aleksandrov, Luc Besson, Valentina Castellani, Christian Gazio","Childhood friends Jacques and Enzo share a passion for the danger of free diving. Jacques, following in the footsteps of his father, who died at sea when Jacques was a boy, harbors a remarkable ability to adjust his heart rate and breathing patterns in the water, with his vital signs more closely resembling those of dolphins than men.",Danger...Like Passion...Runs Deep
176,tt0387564,Saw,Saw,Released,en,False,False,2004-10-01,2004.0,10.0,5.0,1200000,104045735,102845735,86.70477916666667,103,18.744,7.4,10263,Saw Collection,1,Horror,Twisted Pictures,United States,James Wan,"Tobin Bell, Cary Elwes, Leigh Whannell, Danny Glover, Monica Potter, Ken Leung, Makenzie Vega, Michael Emerson, Shawnee Smith, Dina Meyer, Alexandra Bokyun Chun, Mike Butters, Paul Gutrecht, Benito Martinez, Ned Bellamy, Avner Garbi, Hans Raith, Oren Koules","Two men wake up to find themselves shackled in a grimy, abandoned bathroom. As they struggle to comprehend their predicament, they discover a disturbing tape left behind by the sadistic mastermind known as Jigsaw. With a chilling voice and cryptic instructions, Jigsaw informs them that they must partake in a gruesome game in order to secure their freedom.",How much blood would you shed to stay alive?
